gene_id,chrom,pos,gene_name
ENSG00000134905.17,chr13,110677508,CARS2
ENSG00000153487.13,chr13,110718038,ING1
ENSG00000225239.1,chr13,110762904,RPL21P107
ENSG00000259831.1,chr13,110811380,LINC00567
ENSG00000255874.2,chr13,110867119,PRECSIT
ENSG00000088448.14,chr13,110896804,ANKRD10
ENSG00000229152.2,chr13,110896906,ANKRD10-IT1
ENSG00000277767.1,chr13,110916916,AL442128.2
ENSG00000227105.1,chr13,110938272,PARP1P1
ENSG00000275989.2,chr13,110958540,AL442128.1
ENSG00000225760.2,chr13,110978142,LINC00431
ENSG00000225870.1,chr13,111099468,LINC00368
ENSG00000286824.1,chr13,111105142,AL353704.2
ENSG00000235875.3,chr13,111114745,ARHGEF7-AS2
ENSG00000233644.1,chr13,111133458,ARHGEF7-IT1
ENSG00000227352.1,chr13,111144519,ARHGEF7-AS1
ENSG00000285856.1,chr13,111150684,AL353704.1
ENSG00000274614.1,chr13,111182402,AL390754.1
ENSG00000102606.18,chr13,111210148,ARHGEF7
ENSG00000153495.11,chr13,111330216,TEX29
ENSG00000215881.3,chr13,111619044,LINC02337
ENSG00000204398.5,chr13,111630404,AL359649.1
ENSG00000226903.2,chr13,111883200,LINC00354
ENSG00000200072.1,chr13,112052108,AL138691.1
ENSG00000182968.5,chr13,112069428,SOX1
ENSG00000224243.2,chr13,112082430,SOX1-OT
ENSG00000260385.1,chr13,112084510,AL356961.1
ENSG00000229520.1,chr13,112106488,LINC00404
ENSG00000260102.2,chr13,112199175,LINC01070
ENSG00000260343.1,chr13,112317612,LINC01043
ENSG00000223626.1,chr13,112326896,LINC01044
ENSG00000153498.12,chr13,112405522,SPACA7
ENSG00000126216.15,chr13,112536608,TUBGCP3
ENSG00000277159.1,chr13,112604622,AL139384.2
ENSG00000197595.4,chr13,112665770,ATP11AUN
ENSG00000274922.1,chr13,112688292,AL139384.1
ENSG00000232684.1,chr13,112750071,ATP11A-AS1
ENSG00000068650.18,chr13,112788748,ATP11A
ENSG00000277545.1,chr13,112811862,AL356752.1
ENSG00000267868.1,chr13,112965483,AL356740.1
ENSG00000235280.2,chr13,112968154,MCF2L-AS1
ENSG00000126217.21,chr13,112997060,MCF2L
ENSG00000269356.1,chr13,113009101,AL356740.2
ENSG00000269376.1,chr13,113009995,AL356740.3
ENSG00000057593.14,chr13,113113236,F7
ENSG00000231882.1,chr13,113128518,F10-AS1
ENSG00000230371.1,chr13,113131235,KARS1P2
ENSG00000126218.12,chr13,113136164,F10
ENSG00000283828.1,chr13,113151717,AL137002.2
ENSG00000269125.1,chr13,113165092,AL137002.1
ENSG00000126231.15,chr13,113165517,PROZ
ENSG00000126226.22,chr13,113193126,PCID2
ENSG00000139842.15,chr13,113237650,CUL4A
ENSG00000277942.1,chr13,113262960,MIR8075
ENSG00000232662.2,chr13,113277175,LDHBP1
ENSG00000185896.11,chr13,113310456,LAMP1
ENSG00000276434.1,chr13,113339704,AL136221.1
ENSG00000139835.14,chr13,113344156,GRTP1
ENSG00000225083.2,chr13,113356756,GRTP1-AS1
ENSG00000153531.13,chr13,113426567,ADPRHL1
ENSG00000233613.5,chr13,113472518,DCUN1D2-AS
ENSG00000150401.15,chr13,113473385,DCUN1D2
ENSG00000202347.1,chr13,113478996,RNU1-16P
ENSG00000276916.1,chr13,113513110,AL442125.2
ENSG00000150403.18,chr13,113522806,TMCO3
ENSG00000276248.1,chr13,113528940,AL442125.1
ENSG00000198176.13,chr13,113613097,TFDP1
ENSG00000186009.5,chr13,113653501,ATP4B
ENSG00000185974.7,chr13,113702478,GRK1
ENSG00000279770.1,chr13,113749800,LINC00552
ENSG00000184497.13,chr13,113788110,TMEM255B
ENSG00000233695.2,chr13,113830687,GAS6-AS1
ENSG00000183087.15,chr13,113842312,GAS6
ENSG00000272695.2,chr13,113865473,GAS6-DT
ENSG00000237699.2,chr13,113878492,BX072579.1
ENSG00000226921.7,chr13,113881070,LINC00454
ENSG00000274766.2,chr13,113885408,BX072579.2
ENSG00000229373.9,chr13,113905909,LINC00452
ENSG00000260910.2,chr13,113926022,LINC00565
ENSG00000283199.3,chr13,113963890,C13orf46
ENSG00000185989.11,chr13,114055203,RASA3
ENSG00000232487.1,chr13,114108194,RASA3-IT1
ENSG00000283361.2,chr13,114188888,CFAP97D2
ENSG00000283347.1,chr13,114195660,AL160396.1
ENSG00000264539.1,chr13,114244533,MIR548AR
ENSG00000130177.16,chr13,114253805,CDC16
ENSG00000265450.1,chr13,114273868,MIR4502
ENSG00000285672.1,chr13,114276324,AL160396.2
ENSG00000169062.15,chr13,114293709,UPF3A
ENSG00000226158.1,chr13,114306856,CLCP2
ENSG00000198824.7,chr13,114326054,CHAMP1
ENSG00000229723.1,chr13,114331754,LINC01054
ENSG00000260615.1,chr13,114346402,RPL23AP97
ENSG00000283274.1,chr14,16057547,5_8S_rRNA
ENSG00000215398.11,chr14,18337792,CR383658.1
ENSG00000206906.1,chr14,18343091,RNU6-458P
ENSG00000257171.2,chr14,18403945,CR383658.2
ENSG00000257356.2,chr14,18419024,BNIP3P6
ENSG00000257721.1,chr14,18560119,CR383656.7
ENSG00000258367.2,chr14,18565859,CR383656.13
ENSG00000257959.1,chr14,18575994,CR383656.10
ENSG00000257825.1,chr14,18588294,CR383656.9
ENSG00000257115.1,chr14,18601587,OR11H12
ENSG00000257672.2,chr14,18614474,CR383656.6
ENSG00000258233.1,chr14,18625320,ARHGAP42P5
ENSG00000257504.1,chr14,18631976,LINC02297
ENSG00000257175.2,chr14,18636082,CR383656.1
ENSG00000258364.1,chr14,18636732,CR383656.12
ENSG00000257644.1,chr14,18641177,CR383656.5
ENSG00000257731.2,chr14,18645632,CR383656.8
ENSG00000258076.1,chr14,18646247,CR383656.11
ENSG00000257558.2,chr14,18667310,CR383656.3
ENSG00000239200.1,chr14,18692220,RPL22P20
ENSG00000257635.2,chr14,18699308,CR383656.4
ENSG00000257224.1,chr14,18702372,CR383656.2
ENSG00000277529.1,chr14,18711060,NF1P10
ENSG00000277367.1,chr14,18889754,NEK2P1
ENSG00000278143.1,chr14,18904808,NF1P7
ENSG00000257853.2,chr14,18914724,MED15P1
ENSG00000257891.1,chr14,18927094,AL929601.1
ENSG00000258265.1,chr14,18944669,AL929601.2
ENSG00000212612.1,chr14,18978900,RNU6-1239P
ENSG00000275563.1,chr14,18978961,AL929601.3
ENSG00000222036.8,chr14,18985593,POTEM
ENSG00000274369.1,chr14,19027355,GRAMD4P4
ENSG00000258314.3,chr14,19039820,AL589182.1
ENSG00000286614.1,chr14,19073837,AL589182.3
ENSG00000225210.10,chr14,19096742,DUXAP9
ENSG00000278594.1,chr14,19132366,AL589182.2
ENSG00000277710.2,chr14,19142862,NBEAP5
ENSG00000277128.2,chr14,19150168,AL589743.3
ENSG00000196143.4,chr14,19180780,OR11H13P
ENSG00000271632.1,chr14,19200021,AL589743.2
ENSG00000277252.1,chr14,19220854,AL589743.4
ENSG00000258781.3,chr14,19229422,CDRT15P13
ENSG00000257310.1,chr14,19246318,AL589743.1
ENSG00000285990.1,chr14,19257142,NBEAP6
ENSG00000277156.1,chr14,19267640,TOMM40P1
ENSG00000244306.11,chr14,19303292,DUXAP10
ENSG00000228294.6,chr14,19309309,BMS1P17
ENSG00000287515.1,chr14,19326212,AL929602.1
ENSG00000274827.4,chr14,19364582,LINC01297
ENSG00000278301.1,chr14,19372656,GRAMD4P3
ENSG00000187537.13,chr14,19418414,POTEG
ENSG00000212516.1,chr14,19422868,RNU6-1268P
ENSG00000276888.1,chr14,19422996,AL512624.2
ENSG00000257162.6,chr14,19487242,MED15P6
ENSG00000258027.2,chr14,19497010,NF1P4
ENSG00000274649.1,chr14,19511478,AL512624.1
ENSG00000273639.6,chr14,19588830,AL512310.11
ENSG00000278184.1,chr14,19615840,NF1P11
ENSG00000257432.1,chr14,19629673,AL512310.3
ENSG00000273558.1,chr14,19639266,AL512310.10
ENSG00000258324.2,chr14,19653682,AL512310.8
ENSG00000257751.2,chr14,19668799,AL512310.5
ENSG00000257846.2,chr14,19669416,AL512310.6
ENSG00000257493.1,chr14,19673888,AL512310.4
ENSG00000259069.1,chr14,19678330,AL512310.9
ENSG00000257884.2,chr14,19678970,AL512310.7
ENSG00000257395.1,chr14,19683080,AL512310.2
ENSG00000258080.1,chr14,19689728,ARHGAP42P4
ENSG00000257142.1,chr14,19700564,AL512310.1
ENSG00000258453.3,chr14,19713618,OR11H2
ENSG00000258438.3,chr14,19733828,OR11K2P
ENSG00000182652.4,chr14,19746520,OR4Q3
ENSG00000176312.4,chr14,19760321,OR4H12P
ENSG00000176294.6,chr14,19774634,OR4N2
ENSG00000176299.5,chr14,19778600,OR4M1
ENSG00000258564.2,chr14,19796819,OR4N1P
ENSG00000228304.1,chr14,19847815,OR4K6P
ENSG00000176290.8,chr14,19868670,OR4K3
ENSG00000165762.3,chr14,19879537,OR4K2
ENSG00000258541.1,chr14,19906258,OR4K4P
ENSG00000259016.1,chr14,19908372,AL391156.1
ENSG00000176281.4,chr14,19921120,OR4K5
ENSG00000155249.5,chr14,19933837,OR4K1
ENSG00000258822.2,chr14,19956243,OR4K16P
ENSG00000169488.6,chr14,19976052,OR4K15
ENSG00000196383.6,chr14,20002336,OR4Q2
ENSG00000169484.4,chr14,20016725,OR4K14
ENSG00000176253.4,chr14,20032718,OR4K13
ENSG00000258899.1,chr14,20044372,OR4U1P
ENSG00000176246.1,chr14,20060514,OR4L1
ENSG00000252999.1,chr14,20090178,RNA5SP380
ENSG00000258641.1,chr14,20093808,OR4T1P
ENSG00000176230.7,chr14,20116469,OR4K17
ENSG00000184394.2,chr14,20142146,OR4N5
ENSG00000259074.1,chr14,20149488,PSMB7P1
ENSG00000259095.1,chr14,20173722,GTF2IP22
ENSG00000258468.1,chr14,20179672,OR11G1P
ENSG00000284742.1,chr14,20184112,OR11P1P
ENSG00000196832.4,chr14,20195984,OR11G2
ENSG00000258625.2,chr14,20207552,OR11H5P
ENSG00000176219.3,chr14,20224206,OR11H6
ENSG00000258806.2,chr14,20229874,OR11H7
ENSG00000176198.3,chr14,20241818,OR11H4
ENSG00000258768.2,chr14,20262394,AL356019.2
ENSG00000136319.12,chr14,20281259,TTC5
ENSG00000258459.1,chr14,20306270,AL356019.1
ENSG00000287735.1,chr14,20318828,AL355075.6
ENSG00000100814.18,chr14,20322340,CCNB1IP1
ENSG00000222489.1,chr14,20323252,SNORA79B
ENSG00000238344.1,chr14,20326488,SNORD126
ENSG00000277209.1,chr14,20343241,RPPH1
ENSG00000259001.3,chr14,20343366,AL355075.4
ENSG00000254846.1,chr14,20345560,AL355075.1
ENSG00000129484.14,chr14,20350760,PARP2
ENSG00000129566.13,chr14,20389584,TEP1
ENSG00000200225.1,chr14,20415042,RNA5SP382
ENSG00000185271.9,chr14,20431009,KLHL33
ENSG00000259162.1,chr14,20439625,AL355075.5
ENSG00000092094.11,chr14,20450745,OSGEP
ENSG00000258515.1,chr14,20451612,AL355075.2
ENSG00000100823.12,chr14,20456482,APEX1
ENSG00000165782.11,chr14,20459573,PIP4P1
ENSG00000198805.12,chr14,20473022,PNP
ENSG00000258908.1,chr14,20475939,AL355075.3
ENSG00000182545.6,chr14,20508353,RNASE10
ENSG00000258456.2,chr14,20524854,PTCD2P1
ENSG00000258863.1,chr14,20528537,SETP1
ENSG00000188655.10,chr14,20558512,RNASE9
ENSG00000258436.1,chr14,20590508,RNASE12
ENSG00000259060.7,chr14,20596344,AL163195.3
ENSG00000173464.14,chr14,20596722,RNASE11
ENSG00000258573.6,chr14,20597432,AL163195.2
ENSG00000239327.1,chr14,20616818,AL163195.1
ENSG00000181803.3,chr14,20641194,OR6S1
ENSG00000199461.1,chr14,20679462,Y_RNA
ENSG00000214274.10,chr14,20691574,ANG
ENSG00000259171.1,chr14,20692582,AL163636.1
ENSG00000258818.4,chr14,20692888,RNASE4
ENSG00000258451.1,chr14,20700300,EGILA
ENSG00000259144.2,chr14,20721934,RANBP20P
ENSG00000258963.1,chr14,20734794,EDDM3DP
ENSG00000181562.5,chr14,20747134,EDDM3A
ENSG00000181552.4,chr14,20769676,EDDM3B
ENSG00000169413.3,chr14,20781868,RNASE6
ENSG00000258810.1,chr14,20784090,AL133371.2
ENSG00000129538.14,chr14,20802042,RNASE1
ENSG00000259130.2,chr14,20872063,AL133371.3
ENSG00000258642.1,chr14,20875036,AL133371.1
ENSG00000169397.3,chr14,20891874,RNASE3
ENSG00000258918.1,chr14,20917120,AL355922.4
ENSG00000136315.4,chr14,20919830,AL355922.1
ENSG00000258772.1,chr14,20922673,AL355922.3
ENSG00000169385.3,chr14,20955962,RNASE2
ENSG00000243817.3,chr14,20963723,RN7SL189P
ENSG00000258599.2,chr14,20984110,AL355922.2
ENSG00000165792.18,chr14,20993504,METTL17
ENSG00000165794.10,chr14,21000563,SLC39A2
ENSG00000258471.2,chr14,21005330,AL161668.3
ENSG00000284122.1,chr14,21023350,MIR6717
ENSG00000258604.1,chr14,21026722,AL161668.4
ENSG00000179636.15,chr14,21030192,TPPP2
ENSG00000255472.1,chr14,21033356,AL161668.2
ENSG00000206150.4,chr14,21033812,RNASE13
ENSG00000165799.5,chr14,21043275,RNASE7
ENSG00000165795.23,chr14,21043818,NDRG2
ENSG00000173431.2,chr14,21058138,RNASE8
ENSG00000165801.10,chr14,21080260,ARHGEF40
ENSG00000165804.16,chr14,21097400,ZNF219
ENSG00000232070.9,chr14,21101268,TMEM253
ENSG00000258722.2,chr14,21111884,CKAP2P1
ENSG00000178107.2,chr14,21112373,AL161668.1
ENSG00000200102.1,chr14,21113692,RNU6-252P
ENSG00000169327.5,chr14,21153715,OR5AU1
ENSG00000259102.2,chr14,21163128,SMARCE1P3
ENSG00000258906.2,chr14,21184650,AL157687.1
ENSG00000258441.1,chr14,21203490,LINC00641
ENSG00000092199.18,chr14,21239315,HNRNPC
ENSG00000092200.13,chr14,21315692,RPGRIP1
ENSG00000092201.10,chr14,21367748,SUPT16H
ENSG00000260830.1,chr14,21384606,AL135744.1
ENSG00000199436.1,chr14,21392202,SNORD9
ENSG00000200785.1,chr14,21397346,SNORD8
ENSG00000241035.2,chr14,21399104,AL161747.1
ENSG00000258870.1,chr14,21419790,EIF4EBP1P1
ENSG00000100888.15,chr14,21420660,CHD8
ENSG00000274475.1,chr14,21429657,RN7SL650P
ENSG00000129472.15,chr14,21467990,RAB2B
ENSG00000092203.15,chr14,21487886,TOX4
ENSG00000165819.12,chr14,21504738,METTL3
ENSG00000257096.1,chr14,21521872,AL161747.2
ENSG00000165821.12,chr14,21529148,SALL2
ENSG00000256737.1,chr14,21564452,RBBP4P5
ENSG00000169208.3,chr14,21574298,OR10G3
ENSG00000256081.2,chr14,21585785,AC243972.2
ENSG00000273586.2,chr14,21602354,OR10G1P
ENSG00000256385.1,chr14,21612152,UBE2NP1
ENSG00000255569.1,chr14,21622202,TRAV1-1
ENSG00000255582.1,chr14,21634388,OR10G2
ENSG00000256553.1,chr14,21643234,TRAV1-2
ENSG00000255664.1,chr14,21650032,ARL6IP1P1
ENSG00000221977.2,chr14,21660738,OR4E2
ENSG00000276240.2,chr14,21670879,OR4E1
ENSG00000256350.1,chr14,21699052,AC243972.3
ENSG00000211776.2,chr14,21712582,TRAV2
ENSG00000248358.2,chr14,21715528,AC243972.1
ENSG00000211777.2,chr14,21724017,TRAV3
ENSG00000211778.2,chr14,21736567,TRAV4
ENSG00000211779.3,chr14,21749442,TRAV5
ENSG00000240954.1,chr14,21750908,RPL4P1
ENSG00000211780.3,chr14,21768784,TRAV6
ENSG00000211781.3,chr14,21783248,TRAV7
ENSG00000211782.2,chr14,21797586,TRAV8-1
ENSG00000211783.3,chr14,21811740,TRAV9-1
ENSG00000211784.2,chr14,21825774,TRAV10
ENSG00000256474.1,chr14,21829804,TRAV11
ENSG00000211785.1,chr14,21841507,TRAV12-1
ENSG00000211786.3,chr14,21846879,TRAV8-2
ENSG00000211787.1,chr14,21852782,TRAV8-3
ENSG00000211788.2,chr14,21869102,TRAV13-1
ENSG00000211789.2,chr14,21888180,TRAV12-2
ENSG00000211790.2,chr14,21894732,TRAV8-4
ENSG00000256379.2,chr14,21903838,TRAV8-5
ENSG00000211791.2,chr14,21918472,TRAV13-2
ENSG00000211792.2,chr14,21924357,TRAV14DV4
ENSG00000211793.2,chr14,21941392,TRAV9-2
ENSG00000258482.1,chr14,21950530,TRAV15
ENSG00000258557.1,chr14,21962930,AC245505.1
ENSG00000211794.3,chr14,21965756,TRAV12-3
ENSG00000211795.3,chr14,21978790,TRAV8-6
ENSG00000211796.1,chr14,21990717,TRAV16
ENSG00000211797.2,chr14,21997854,TRAV17
ENSG00000211798.3,chr14,22003390,TRAV18
ENSG00000211799.3,chr14,22007846,TRAV19
ENSG00000258705.2,chr14,22013437,AC245505.2
ENSG00000211800.3,chr14,22040874,TRAV20
ENSG00000211801.3,chr14,22052785,TRAV21
ENSG00000276428.1,chr14,22066194,AC245505.3
ENSG00000211802.3,chr14,22070882,TRAV22
ENSG00000211803.2,chr14,22086684,TRAV23DV6
ENSG00000211804.3,chr14,22096326,TRDV1
ENSG00000211805.1,chr14,22105594,TRAV24
ENSG00000211806.2,chr14,22112689,TRAV25
ENSG00000211807.3,chr14,22123802,TRAV26-1
ENSG00000211808.3,chr14,22132794,TRAV8-7
ENSG00000211809.2,chr14,22148314,TRAV27
ENSG00000258835.1,chr14,22155358,TRAV28
ENSG00000211810.3,chr14,22163554,TRAV29DV5
ENSG00000259092.1,chr14,22168708,TRAV30
ENSG00000249048.2,chr14,22177568,TRAV31
ENSG00000258905.1,chr14,22185810,TRAV32
ENSG00000258812.1,chr14,22190436,TRAV33
ENSG00000211812.1,chr14,22202976,TRAV26-2
ENSG00000211813.2,chr14,22207826,TRAV34
ENSG00000211814.1,chr14,22222186,TRAV35
ENSG00000211815.3,chr14,22227000,TRAV36DV7
ENSG00000259068.1,chr14,22266006,TRAV37
ENSG00000211816.2,chr14,22272266,TRAV38-1
ENSG00000211817.2,chr14,22281426,TRAV38-2DV8
ENSG00000211818.1,chr14,22304304,TRAV39
ENSG00000211819.3,chr14,22314704,TRAV40
ENSG00000211820.1,chr14,22320440,TRAV41
ENSG00000256221.1,chr14,22333804,AC244502.2
ENSG00000251002.8,chr14,22340202,AC244502.1
ENSG00000259042.3,chr14,22417010,AC244502.3
ENSG00000211821.2,chr14,22422706,TRDV2
ENSG00000223997.1,chr14,22438550,TRDD1
ENSG00000237235.2,chr14,22439011,TRDD2
ENSG00000228985.1,chr14,22449119,TRDD3
ENSG00000211825.1,chr14,22450114,TRDJ1
ENSG00000211826.1,chr14,22455272,TRDJ4
ENSG00000211827.1,chr14,22456716,TRDJ2
ENSG00000211828.1,chr14,22459127,TRDJ3
ENSG00000211829.9,chr14,22464360,TRDC
ENSG00000256590.2,chr14,22469370,TRDV3
ENSG00000211831.2,chr14,22475346,TRAJ61
ENSG00000249446.2,chr14,22476334,TRAJ60
ENSG00000211832.2,chr14,22476580,TRAJ59
ENSG00000211833.1,chr14,22477738,TRAJ58
ENSG00000211834.1,chr14,22478903,TRAJ57
ENSG00000211835.1,chr14,22479552,TRAJ56
ENSG00000250688.1,chr14,22481725,TRAJ55
ENSG00000211836.1,chr14,22482316,TRAJ54
ENSG00000211837.1,chr14,22483036,TRAJ53
ENSG00000211838.1,chr14,22486262,TRAJ52
ENSG00000248366.1,chr14,22487214,TRAJ51
ENSG00000211839.1,chr14,22488622,TRAJ50
ENSG00000211840.1,chr14,22489516,TRAJ49
ENSG00000211841.1,chr14,22490522,TRAJ48
ENSG00000211842.1,chr14,22492879,TRAJ47
ENSG00000211843.1,chr14,22493434,TRAJ46
ENSG00000211844.1,chr14,22493958,TRAJ45
ENSG00000211845.1,chr14,22494852,TRAJ44
ENSG00000211846.1,chr14,22495940,TRAJ43
ENSG00000211847.1,chr14,22496920,TRAJ42
ENSG00000211848.1,chr14,22497688,TRAJ41
ENSG00000211849.1,chr14,22499719,TRAJ40
ENSG00000211850.1,chr14,22501632,TRAJ39
ENSG00000211851.1,chr14,22502262,TRAJ38
ENSG00000278661.1,chr14,22503782,TRAJ37
ENSG00000276699.1,chr14,22505138,TRAJ36
ENSG00000211854.1,chr14,22506673,TRAJ35
ENSG00000211855.1,chr14,22507694,TRAJ34
ENSG00000211856.1,chr14,22508630,TRAJ33
ENSG00000211857.1,chr14,22509374,TRAJ32
ENSG00000211858.1,chr14,22510996,TRAJ31
ENSG00000211859.1,chr14,22512880,TRAJ30
ENSG00000211860.1,chr14,22513968,TRAJ29
ENSG00000211861.1,chr14,22515656,TRAJ28
ENSG00000211862.1,chr14,22516302,TRAJ27
ENSG00000211863.1,chr14,22518476,TRAJ26
ENSG00000211864.2,chr14,22518842,TRAJ25
ENSG00000211865.1,chr14,22520000,TRAJ24
ENSG00000211866.1,chr14,22520447,TRAJ23
ENSG00000211867.1,chr14,22522071,TRAJ22
ENSG00000211868.1,chr14,22523627,TRAJ21
ENSG00000211869.1,chr14,22524353,TRAJ20
ENSG00000211870.1,chr14,22525292,TRAJ19
ENSG00000211871.1,chr14,22525682,TRAJ18
ENSG00000211872.1,chr14,22526875,TRAJ17
ENSG00000211873.1,chr14,22528556,TRAJ16
ENSG00000211875.1,chr14,22530352,TRAJ14
ENSG00000211876.1,chr14,22531107,TRAJ13
ENSG00000211877.1,chr14,22531968,TRAJ12
ENSG00000211878.1,chr14,22532532,TRAJ11
ENSG00000211879.1,chr14,22533528,TRAJ10
ENSG00000211880.1,chr14,22535584,TRAJ9
ENSG00000211881.1,chr14,22536174,TRAJ8
ENSG00000211882.1,chr14,22537651,TRAJ7
ENSG00000211883.1,chr14,22539104,TRAJ6
ENSG00000211884.1,chr14,22540276,TRAJ5
ENSG00000211885.1,chr14,22542230,TRAJ4
ENSG00000211886.1,chr14,22543210,TRAJ3
ENSG00000211887.2,chr14,22544104,TRAJ2
ENSG00000211888.2,chr14,22545068,TRAJ1
ENSG00000277734.8,chr14,22549831,TRAC
ENSG00000259054.1,chr14,22556686,LINC02332
ENSG00000259003.1,chr14,22557838,AC243965.1
ENSG00000129562.11,chr14,22577066,DAD1
ENSG00000275552.1,chr14,22597377,AC243965.2
ENSG00000100439.10,chr14,22605726,ABHD4
ENSG00000255804.2,chr14,22637640,OR6J1
ENSG00000242061.1,chr14,22694316,AL160314.1
ENSG00000235213.1,chr14,22702604,OR6E1P
ENSG00000258823.1,chr14,22725024,AL160314.3
ENSG00000258458.8,chr14,22734019,AL160314.2
ENSG00000212302.1,chr14,22756795,AL135998.1
ENSG00000155463.14,chr14,22769782,OXA1L
ENSG00000155465.20,chr14,22801521,SLC7A7
ENSG00000172590.18,chr14,22832458,MRPL52
ENSG00000157227.14,chr14,22842800,MMP14
ENSG00000212335.1,chr14,22852672,Y_RNA
ENSG00000199716.1,chr14,22867868,Y_RNA
ENSG00000197324.9,chr14,22876726,LRP10
ENSG00000139890.10,chr14,22885450,REM2
ENSG00000100461.18,chr14,22906193,RBM23
ENSG00000237054.9,chr14,22922924,PRMT5-AS1
ENSG00000100462.16,chr14,22924966,PRMT5
ENSG00000257285.6,chr14,22942990,AL132780.1
ENSG00000092036.19,chr14,22951694,HAUS4
ENSG00000284118.1,chr14,22956990,MIR4707
ENSG00000259132.1,chr14,22964264,AL132780.3
ENSG00000129474.16,chr14,22976864,AJUBA
ENSG00000258457.5,chr14,22990888,AL132780.2
ENSG00000100802.15,chr14,22998030,C14orf93
ENSG00000280129.1,chr14,23006311,AL132780.5
ENSG00000279656.1,chr14,23023650,AL132780.4
ENSG00000100804.19,chr14,23025886,PSMB5
ENSG00000222028.5,chr14,23043136,PSMB11
ENSG00000139880.19,chr14,23052300,CDH24
ENSG00000100813.14,chr14,23077089,ACIN1
ENSG00000179933.6,chr14,23097980,C14orf119
ENSG00000283654.3,chr14,23102026,LMLN2
ENSG00000092067.6,chr14,23118280,CEBPE
ENSG00000092068.20,chr14,23154484,SLC7A8
ENSG00000202229.1,chr14,23156362,RNU6-1138P
ENSG00000215277.8,chr14,23229396,RNF212B
ENSG00000240131.1,chr14,23230038,AL049829.1
ENSG00000252347.1,chr14,23259513,RNU6-1046P
ENSG00000215271.9,chr14,23285934,HOMEZ
ENSG00000270433.1,chr14,23294825,H3P37
ENSG00000235194.9,chr14,23299256,PPP1R3E
ENSG00000129473.11,chr14,23305270,BCL2L2
ENSG00000258643.6,chr14,23316504,BCL2L2-PABPN1
ENSG00000100836.10,chr14,23323737,PABPN1
ENSG00000092096.18,chr14,23349609,SLC22A17
ENSG00000259018.1,chr14,23356704,AL049829.2
ENSG00000100842.13,chr14,23361078,EFS
ENSG00000166090.8,chr14,23374606,IL25
ENSG00000166091.21,chr14,23378272,CMTM5
ENSG00000199157.2,chr14,23388631,MIR208A
ENSG00000197616.13,chr14,23395128,MYH6
ENSG00000258444.1,chr14,23415512,AL132855.1
ENSG00000215991.1,chr14,23418025,MIR208B
ENSG00000092054.13,chr14,23424200,MYH7
ENSG00000129460.16,chr14,23489776,NGDN
ENSG00000273618.1,chr14,23531524,AL135999.2
ENSG00000157306.14,chr14,23536269,ZFHX2-AS1
ENSG00000136367.14,chr14,23538524,ZFHX2
ENSG00000259431.6,chr14,23558130,THTPA
ENSG00000213983.12,chr14,23563818,AP1G2
ENSG00000258727.1,chr14,23564585,AL135999.1
ENSG00000092051.17,chr14,23573412,JPH4
ENSG00000274002.1,chr14,23619606,AL135999.3
ENSG00000100867.15,chr14,23637877,DHRS2
ENSG00000258464.2,chr14,23714777,AL160237.1
ENSG00000259043.1,chr14,23750193,BRD7P1
ENSG00000270618.1,chr14,23768330,AL160237.3
ENSG00000222931.1,chr14,23792083,RN7SKP205
ENSG00000258887.3,chr14,23822338,AL160237.2
ENSG00000285727.1,chr14,23879183,AL136419.2
ENSG00000259334.1,chr14,23928408,LINC00596
ENSG00000157326.19,chr14,23961506,DHRS4
ENSG00000187630.17,chr14,23988141,DHRS4L2
ENSG00000215256.4,chr14,23995387,DHRS4-AS1
ENSG00000285467.1,chr14,24010654,AL136419.1
ENSG00000286931.1,chr14,24017484,AL136419.3
ENSG00000225766.10,chr14,24043740,DHRS4L1
ENSG00000186648.15,chr14,24060869,CARMIL3
ENSG00000100884.9,chr14,24074468,CPNE6
ENSG00000129535.13,chr14,24096836,NRL
ENSG00000100889.12,chr14,24102326,PCK2
ENSG00000100897.18,chr14,24119718,DCAF11
ENSG00000259371.2,chr14,24126392,AL136295.3
ENSG00000139914.7,chr14,24131754,FITM1
ENSG00000092010.15,chr14,24137565,PSME1
ENSG00000259321.1,chr14,24139944,AL136295.2
ENSG00000100908.14,chr14,24140275,EMC9
ENSG00000283856.1,chr14,24143527,MIR7703
ENSG00000100911.16,chr14,24145466,PSME2
ENSG00000092098.17,chr14,24153672,RNF31
ENSG00000259529.2,chr14,24157000,AL136295.5
ENSG00000199804.1,chr14,24158662,RNA5SP383
ENSG00000213928.9,chr14,24163915,IRF9
ENSG00000100918.13,chr14,24176055,REC8
ENSG00000196497.17,chr14,24184544,IPO4
ENSG00000259522.3,chr14,24185406,AL136295.4
ENSG00000287765.1,chr14,24191010,AL136295.17
ENSG00000100926.15,chr14,24192418,TM9SF1
ENSG00000276698.1,chr14,24198762,AL136295.6
ENSG00000254692.1,chr14,24201315,AL136295.1
ENSG00000278784.1,chr14,24202212,AL136295.7
ENSG00000139908.15,chr14,24207029,TSSK4
ENSG00000254505.11,chr14,24211722,CHMP4A
ENSG00000260669.2,chr14,24212816,AL096870.2
ENSG00000213920.9,chr14,24215006,MDP1
ENSG00000255526.6,chr14,24223154,NEDD8-MDP1
ENSG00000129559.13,chr14,24224612,NEDD8
ENSG00000100938.18,chr14,24235832,GMPR2
ENSG00000092330.18,chr14,24241158,TINF2
